rxcui,og_score,og_query,rxnorm_concept,new_score,new_score_ord
1806702.0,13,ortho-trycycler,Troxyca,26,26
978004.0,75,imodium 2 mg,loperamide hydrochloride 2 MG [Imodium],17,25
153239.0,25,aircort,Nasacort,62,62
358255.0,100,aprepitant,aprepitant,100,100
219597.0,33,eucerin redness relief moisturizer with spf 25,,0,0
10572.0,25,thryoid medication,thyroid (USP),33,33
8591.0,50,supplemental oxygen potassium chloride,potassium chloride,47,47
691048.0,50,calcium 1000 + d+k,,0,0
161.0,50,paracetamol mundogen,acetaminophen,45,15
215168.0,50,anoran,Alora,50,50
1738784.0,50,testosterone cypionate injection usp,testosterone Injection,58,58
108173.0,50,calcium\ipriflavone\magnesium\mineral,,0,0
220807.0,100,vica?forte,,0,0
606731.0,56,nexium er oral 40.0 mg,esomeprazole 40 MG Delayed Release Oral Capsule [Nexium],17,30
734064.0,100,desvenlafaxine,desvenlafaxine,100,100
144479.0,67,medical cannabis oil,,0,0
857466.0,50,vitamin d3 with iron 5000 iu,cholecalciferol 0.125 MG Oral Tablet,13,16
9853.0,100,na,sodium,0,0
40070.0,67,thyroxine sodium,dextrothyroxine sodium,72,36
258326.0,60,st john;s wart,St. John's wort extract,43,43
9853.0,100,na,sodium,0,0
3041.0,50,cytarabine pfizer,cytarabine,58,58
1721474.0,80,ampicillin for injection usp 500 mg,ampicillin 500 MG Injection,48,28
15002.0,75,primene,4-cymene,50,50
725.0,50,amphet.dextr,amphetamine,50,50
49334.0,33,microcrystalline hydroxyapatite concentrate,durapatite,18,18
,0,oncofolic,,0,0
730862.0,50,azor tablet,Azor,27,27
1362872.0,100,propyl alcohol,1-propanol,35,21
1008800.0,80,calcium gluconate carbonate cholecalciferol,calcium carbonate / calcium gluconate / cholecalciferol,67,78
203182.0,50,hydroxyzine hydrochloride ongoing,hydroxyzine pamoate,42,39
108173.0,100,calcium+mag,,0,0
2125759.0,100,orange extract,,0,0
848511.0,44,tegafur gimeracil oteracil potassium oral 40 mg capsule,,0,0
862025.0,75,guanfacine hcl er 4 mg sandoz oral,24 HR guanfacine 4 MG Extended Release Oral Tablet,34,22
21116.0,50,cinegil,eucalyptol,20,20
9853.0,100,na,sodium,0,0
55018.0,100,potassium phosphate dibasic,dibasic potassium phosphate,40,100
316270.0,100,methimazole 5 mg,methimazole 5 MG,87,62
9900.0,50,benethamine penicillin/benzylpenicillin sodium,penicillin G sodium,36,39
20352.0,50,carvedilol hexal,carvedilol,62,62
899935.0,67,benefiber w/ wheat dextrin oral 1 df chewable tablet,wheat dextrin 1000 MG Chewable Tablet [Benefiber],32,30
9853.0,100,na,sodium,0,0
589511.0,100,abraxane,Abraxane,87,87
617314.0,100,lipitor 10 mg tablet,atorvastatin 10 MG Oral Tablet [Lipitor],27,32
200224.0,83,montelukast msd oral 10 mg tablet,montelukast 10 MG Oral Tablet,60,30
202363.0,100,xanax,Xanax,80,80
408375.0,60,investigational product concentrate for solution infusion,,0,0
39230.0,50,ebrantil urapidil,urapidil,47,47
1597375.0,80,ombitasvir\paritaprevir\ritonavir oral,ombitasvir / paritaprevir / ritonavir Oral Product,70,52
373480.0,50,piracetam oral 1.0 df tablet,piracetam Oral Tablet,67,35
646470.0,67,fish oil burp-less oral 1000.0 mg capsule,,0,0
669491.0,17,lipova tablet 10,Inova,18,18
860795.0,29,azelastine 0.15 spr,azelastine hydrochloride 0.137 MG/ACTUAT,37,40
1807628.0,45,epoprostenol sodium intravenous 100.0 ml,,0,0
1310202.0,44,vicodin oral 7.5/750 mg,acetaminophen 300 MG / hydrocodone bitartrate 5 MG Oral Tablet [Vicodin],13,18
1665212.0,63,ciprofloxacin redibag 400 mg/ 200 ml infusionslosung,200 ML ciprofloxacin 2 MG/ML Injection,25,19
2463114.0,100,bamlanivimab,bamlanivimab,100,100
10454.0,67,vitamin b1 complex,thiamine,27,22
37789.0,50,tenordal,Tenoretic,44,44
90176.0,50,ferrec,iron,16,16
284913.0,100,vaniqa,Vaniqa,83,83
1539837.0,50,unspecificed medication,,0,0
1169.0,50,calci d,aspartic acid,30,15
9853.0,100,na,sodium,0,0
1111641.0,75,glatiramer acetate subcutaneous 20 mg solution for injection,1 ML glatiramer acetate 20 MG/ML Prefilled Syringe,35,21
71060.0,25,steel plate,,0,0
1731086.0,33,intravenous 1.0 df solution for infusion,,0,0
82041.0,33,linzess magnesium meclizine,meclizine hydrochloride,22,40
9853.0,100,na,sodium,0,0
310798.0,75,hydrochlorthiazide 25 mg oral,hydrochlorothiazide 25 MG Oral Tablet,70,35
20206.0,50,clobasone,carbarson,55,55
435.0,50,albuterol pow sulfate,albuterol,42,42
2557.0,50,lidocine-prilocaine,prilocaine hydrochloride,41,62
2054700.0,75,bisoprolol fumarate\hydrochlorothiazide,,0,0
6185.0,100,labetalol,labetalol,100,100
226718.0,25,aggressor,Aggrenox,55,55
203213.0,50,epirubicin hospira,epirubicin hydrochloride,58,58
705918.0,18,coversyl tablet,"estrogens, esterified (USP) / methyltestosterone Oral Tablet [Covaryx]",15,14
596926.0,63,duloxetine hydrochloride oral 20.0 mg capsule,duloxetine 20 MG Delayed Release Oral Capsule,44,31
72962.0,33,accord 's docetaxel,docetaxel,47,47
10178.0,100,sulfamethazine,sulfamethazine,100,100
1245368.0,25,derinox,Digox,42,42
378308.0,67,atomoxetine capsule teva,atomoxetine Oral Capsule,54,12
1099278.0,60,docusate 100 mg bid,docusate sodium 100 MG,45,59
2054390.0,50,potassium c1 tab,,0,0
2182178.0,60,potassium sodium injection,,0,0
198427.0,58,lomotrizine oral 100.0 mg,lamotrigine 100 MG Oral Tablet,40,23
34132.0,88,peg-asparginase,pegaspargase,80,80
2541.0,75,cemetidine,cimetidine,90,90
825180.0,63,bayer chewable 81 mg aspirin cherry 36s,aspirin 81 MG Chewable Tablet [Bayer Aspirin],22,26
202634.0,50,folafy,Folacin,42,42
218728.0,100,niacor,Niacor,83,83
1798453.0,40,oral 1 df tablet,acetaminophen 500 MG / dexbrompheniramine maleate 1 MG Oral Tablet,19,19
1739800.0,40,10.0 g,uridine triacetate 10000 MG Oral Granules [Vistogard],9,9
1360064.0,33,hfa230 21mcg,,0,0
301543.0,75,adavair,Advair,71,71
1247756.0,100,colace capsule 100 mg,docusate sodium 100 MG Oral Capsule [Colace],25,38
259966.0,57,blind methylprednisolone oral 48 mg tablet,methylprednisolone 4 MG Oral Tablet,61,33
11413.0,33,zidovudine generic-aurobindo,zidovudine,35,35
198031.0,71,nicotine transdermal 7 mg patch,24 HR nicotine 0.292 MG/HR Transdermal System,37,33
1942021.0,33,gadobutrol 10 ml,,0,0
202562.0,75,ranoxyl,PanOxyl,71,71
2438.0,33,cholesterol lowering medication,cholesterol,35,35
21406.0,67,coq 10 enzyme,ubidecarenone,15,15
9853.0,100,na,sodium,0,0
202908.0,50,proventil svn,Proventil,61,61
2388167.0,100,advil pm liqui?gel,,0,0
836357.0,83,ipratropium 0.5 mg/2ml,ipratropium bromide 0.2 MG/ML,51,24
1158362.0,100,halobetasol propionate topical,halobetasol Topical Product,60,20
1540053.0,100,vitamin bc,,0,0
9853.0,100,na,sodium,0,0
863668.0,50,antibiotic therapy- tamsulosin 0.4,tamsulosin hydrochloride 0.4 MG,23,32
202991.0,25,lasilix special,Lasix,26,26
1677.0,50,bone treatment product,,0,0
102313.0,100,metoprolol fumarate,metoprolol fumarate,100,100
245208.0,70,lyzene oral 1000 mg,lysine 1000 MG Oral Tablet,30,26
1241571.0,33,unspecified ingredient,,0,0
52175.0,75,losarthan,losartan,88,88
966250.0,100,synthroid tab 100mcg,levothyroxine sodium 0.1 MG Oral Tablet [Synthroid],19,23
10022.0,50,ivf ns,,0,0
142432.0,100,clonidine,clonidine hydrochloride,39,39
104125.0,50,bran cereal,bran,36,36
52101.0,100,cyclobenzaprine,cyclobenzaprine hydrochloride,51,51
1370754.0,43,cutaneous 2 pct cream,hydrocortisone valerate 2 MG/ML Topical Cream,31,26
373200.0,100,acetaminophen\oxycodone hydrochloride  tablet,acetaminophen / oxycodone Oral Tablet,64,22
32937.0,100,paroxetine hcl,paroxetine,71,71
1152788.0,100,clindamycin phosphate topical,clindamycin Topical Product,55,10
261575.0,50,miralax senna,Miralax,46,46
152523.0,50,generic for zantac,Zantac,27,27
722116.0,67,ambrisentan oral 10.0 mg,ambrisentan 10 MG Oral Tablet,51,24
36572.0,100,sinemet,Sinemet,85,85
1807518.0,60,vancomycin hydrochloride intravenous 2500.0 mg powder for solution injection,vancomycin 750 MG Injection,30,30
2184191.0,44,loprazolam oral 0.5 mg tablet,,0,0
144254.0,100,lortab,Lortab,83,83
197.0,100,acetylcysteine,acetylcysteine,100,100
605905.0,67,nitrofurantoin mono/mac,,0,0
42543.0,67,calcium l-aspartate,aspartate,47,47
20493.0,100,cefuroxime axetil,cefuroxime axetil,100,100
313096.0,83,spironolactone oral 25.0 mg tablet,spironolactone 25 MG Oral Tablet,64,44
1495443.0,80,pimobendan oral 2.5 mg,pimobendan 2.5 MG,68,68
669602.0,100,rena?vite,Rena-Vite,66,66
29144.0,50,madopar 125,,0,0
102490.0,100,dextromethorphan hydrobromide,dextromethorphan hydrobromide,100,100
5489.0,100,hydrocodone hcl,hydrocodone,73,73
606418.0,100,gen-clozapine,,0,0
892364.0,67,morphine hydrochloride oral 5.0 mg,morphine sulfate 0.5 MG/ML,38,29
1095676.0,80,pneumococcal 13 valent vaccine,,0,0
825133.0,67,apriso er capsule,mesalamine Extended Release Oral Capsule [Apriso],24,16
11359.0,100,luteine,lutein,85,85
42643.0,50,meguan,Migranal,37,37
19711.0,50,amoxiclav bc,amoxicillin / clavulanate,36,36
46041.0,50,alendronate aspirin,alendronate,57,57
20493.0,100,cefuroxime axetil,cefuroxime axetil,100,100
9853.0,100,na,sodium,0,0
260045.0,50,glyconiazide tablet,,0,0
1729420.0,56,vinorelbine tartrate intravenous solution for injection,,0,0
1431637.0,33,oral 1.0 df formulation,,0,0
806819.0,43,20.0 g,,0,0
200224.0,50,montelukast sodium oral 1 df tablet,montelukast 10 MG Oral Tablet,62,22
993557.0,71,bupropion extend release 300 mg,24 HR bupropion hydrochloride 300 MG Extended Release Oral Tablet,38,18
89903.0,63,potassium gluconatee,potassium gluconate,95,95
217161.0,33,hydrochlorothiaz op,,0,0
6837.0,100,l?methionin,methionine,72,72
11115.0,50,val acyclovir,valine,23,15
1116927.0,63,dexamethasone 4mg/ml inj 4 mg,dexamethasone phosphate 4 MG/ML Injectable Solution,39,37
9853.0,100,na,sodium,0,0
218214.0,75,marcaina,,0,0
9627.0,25,seretide evohaler,secretin,29,29
310965.0,80,eql ibuprofen 200 mg tablet,ibuprofen 200 MG Oral Tablet,57,25
630208.0,30,respiratory 1.0 df,albuterol 0.83 MG/ML Inhalation Solution,10,17
1790099.0,71,doxorubicin 20mg/10ml pfizer,10 ML doxorubicin hydrochloride 2 MG/ML Injection,28,32
217006.0,100,eutirox,Euthyrox,62,62
202842.0,50,eunal,Eurax,40,40
861010.0,80,metformin hydrochloride tablet usp 850 mg,metformin hydrochloride 850 MG Oral Tablet,61,30
6902.0,100,methylprednisolone,methylprednisolone,100,100
564507.0,43,nizoral creme 20mg/g,ketoconazole 20 MG/ML [Nizoral],16,29
218245.0,100,gopten,Mavik,0,0
208331.0,63,retin a 0.1 topical .1 pct,tretinoin 1 MG/ML Topical Cream [Retin-A],41,31
40112.0,100,g csf,,0,0
197839.0,71,isosorbide mononitrate oral 30.0 mg tablet,isosorbide dinitrate 30 MG Oral Tablet,61,30
220634.0,25,10k ui daily,,0,0
2169801.0,50,folic acid,,0,0
4651.0,67,gamma globulin needle,,0,0
219400.0,38,prevision prevnar,Prevident,35,35
1372744.0,75,humullin,Humulin,75,75
690782.0,33,amino acids\dextrose\electrolyte nos\vitamin intravenous drip 1.0 df injection,,0,0
20783.0,100,delorazepam,,0,0
725040.0,100,asper-flex,Asper-Flex,80,80
860974.0,75,metformine hcl tabl 500 mg,metformin hydrochloride 500 MG,56,33
11248.0,100,b 12 vitamin,vitamin B12,25,75
181691.0,100,ester c,,0,0
3264.0,50,dexamehtasone,dexamethasone,84,84
199.0,100,acetyldigoxin,acetyldigoxins,92,92
253182.0,40,insulin human  3.0 df,"insulin, regular, human",43,21
2472166.0,3,bodyguard 322,,0,0
892246.0,50,montelukast sodium oral 1.0 df coated tablet,levothyroxine sodium 0.1 MG Oral Tablet,38,22
897666.0,63,cloridrato de verapamil oral 120.0 mg tablet,verapamil hydrochloride 120 MG Oral Tablet,29,38
314583.0,63,bilaten-d,D-biotin,22,22
40114.0,100,guanfacinum,guanfacine,81,81
224190.0,40,3ml ll,,0,0
198051.0,65,omeprasolum oral 20 mg,omeprazole 20 MG Delayed Release Oral Capsule,28,28
20493.0,50,axetil,cefuroxime axetil,35,35
1087396.0,100,hemocyte plus,Hemocyte Plus,84,84
370568.0,92,amidarone hydrochloride oral tablet,amiodarone Oral Tablet,51,17
203798.0,50,microlax,,0,0
5640.0,50,ibuprofen capsule,ibuprofen,52,52
257920.0,100,para-aminosalicylate,,0,0
1233232.0,80,tylenol cold + flu severe warming,,0,0
2181739.0,67,methotrexate injection usp,,0,0
5436.0,50,hormonal implant,,0,0
42940.0,50,elavuk,Elavil,50,50
2054513.0,100,losartan potassium tablet,,0,0
8156.0,50,complete f,phenylalanine,7,7
332259.0,75,nitrazepam actavis 5 mg,nitrazepam 5 MG,56,56
1256.0,50,alti-azathioprine,azathioprine,70,70
753481.0,67,sprintec tablet,{21 (ethinyl estradiol 0.035 MG / norgestimate 0.25 MG Oral Tablet) / 7 (inert ingredients 1 MG Oral Tablet) } Pack [Sprintec 28 Day],9,9
253157.0,33,bee polis,bee pollen,70,70
9853.0,100,na,sodium,0,0
284810.0,75,nuvolog,NovoLog,57,57
51272.0,100,quetiapine,quetiapine,100,100
28382.0,75,lacidipina,lacidipine,90,90
314200.0,55,pantoprazole sodium oral 1.0 df gastro-resistant tablet,pantoprazole 40 MG Delayed Release Oral Tablet,47,23
487252.0,50,spiriluna,Spirulina,66,66
1427581.0,67,adrenergic agent,,0,0
1734917.0,63,cyclophosphamide 250.0 mg powder for solution injection,cyclophosphamide 500 MG Injection,54,27
30236.0,100,morphine,morphine sulfate,50,50
54749.0,100,piperazine,piperazine phosphate,50,50
1552235.0,40,man 's once daily,,0,0
1865234.0,100,oxycodone/paracetamol,,0,0
597966.0,75,atorvastatin 20.0 mg,atorvastatin 20 MG,80,70
115713.0,88,montelukastn sodium,montelukast sodium,94,94
21107.0,100,cilostazolum,cilostazol,83,83
605873.0,100,xopenex hfa,,0,0
9853.0,100,na,sodium,0,0
203168.0,50,amitryptalin,amitriptyline hydrochloride,37,37
3256.0,50,lamotrigina doc,desoxycorticosterone,20,25
1368153.0,50,tylenol es/ 3,cinnamic aldehyde,11,11
220867.0,75,vitamin b plus +,,0,0
316169.0,38,lorazepam 1 mg ivp q4hr prn anxiety,lorazepam 1 MG,34,34
144254.0,100,lortab,Lortab,83,83
10582.0,100,levothyroxine,levothyroxine,100,100
5492.0,50,hydrocotrisone,hydrocortisone,85,85
1420141.0,75,xyral,lyral,80,80
389185.0,27,pazufloxacin mesilate intravenous 300.0 mg,eprosartan 300 MG Oral Tablet,16,28
1233547.0,38,otc zzquil,Zzzquil,60,60
106302.0,100,tretinoin cream 0.025,tretinoin 0.25 MG/ML Topical Cream,35,52
1370451.0,50,alergin,alginate,37,37
352364.0,100,buprenorphine-naloxone,buprenorphine / naloxone,87,87
4230.0,67,other eye drop,,0,0
330396.0,56,pantozol 40 mg tabletten,pantoprazole 40 MG,33,45
992774.0,83,miconazole 1 vaginal 1200 mg suppository,miconazole nitrate 1200 MG Vaginal Insert,41,19
49276.0,100,doxazosin mesylate,doxazosin,50,50
1653613.0,60,bydureon 2 mg suspension,exenatide 2 MG [Bydureon],20,36
9853.0,100,na,sodium,0,0
1000057.0,63,doxylin 100 mg toflur,doxepin hydrochloride 100 MG,25,46
7806.0,33,oxygen w/migraine,oxygen,35,35
1241571.0,50,unspecified,,0,0
10600.0,50,drozol/timolol,timolol,50,50
486515.0,60,sodium chloride intravenous 250.0 ml solution for infusion,sodium chloride 0.154 MEQ/ML Irrigation Solution,46,25
1008303.0,36,vitamin d cyclobenzaprine pantoprazole dok magniesum oxide,cyclobenzaprine / magnesium oxide,51,46
9853.0,100,na,sodium,0,0
670084.0,67,betamethasone oral 5.0 ml solution,betamethasone 0.12 MG/ML Oral Solution,65,18
405343.0,25,symbimtx,Symbyax,50,50
312745.0,70,quetiapine fumarate oral 900.0 mg film-coated tablet,quetiapine 300 MG Oral Tablet,42,34
1797870.0,83,nasal spray nasonex 50mcg,mometasone furoate 0.05 MG/ACTUAT Metered Dose Nasal Spray [Nasonex],17,23
142432.0,75,clonitin,clonidine hydrochloride,30,30
1305665.0,67,black currant oil ribes nigrum seed,Ribes nigrum seed oil,34,45
1664316.0,100,synjardy,Synjardy,87,87
372770.0,50,mephobarbital oral 6.0 g tablet,mephobarbital Oral Tablet,74,29
1008340.0,75,ducosate with senna,"docusate / sennosides, USP",34,42
808744.0,57,co venlafaxine xr oral 150 mg,24 HR venlafaxine 150 MG Extended Release Oral Tablet,35,33
2119065.0,100,mucus and chest congestion,,0,0
2283147.0,40,1.0 df tablet,,0,0
860959.0,40,omega 2,,0,0
205323.0,100,celecoxib  200 mg capsule,celecoxib 200 MG Oral Capsule,68,55
39230.0,50,urapidil mylan,urapidil,57,57
203357.0,100,msir,,0,0
1114061.0,50,prilace,PROMACE,0,0
372441.0,100,hydroxyzine hcl oral solution,hydroxyzine Oral Solution,79,20
10831.0,100,sulfamethoxazole?trimethoprim,sulfamethoxazole / trimethoprim,90,90
216652.0,50,rhovane,Diovan,57,57
1484733.0,36,adcal calcium carbonate,calcium carbonate Chewable Tablet [D-Cal],26,51
6130.0,100,ketamine,ketamine,100,100
3041.0,50,cytarabine accord,cytarabine,58,58
1300890.0,78,baclofen intrathecal 1000mcg/ml 225.1 ug injection,20 ML baclofen 1 MG/ML Injection,28,24
1745798.0,40,b-d pen needle,,0,0
352741.0,100,lexapro,Lexapro,85,85
577208.0,89,omega-3-acid ethyl ester 1 gram cap,omega-3 acid ethyl esters (USP) 1000 MG Oral Capsule,59,26
24611.0,25,asthphyllin,etofylline,45,45
696184.0,75,centrum multivitamin tab chew,,0,0
36387.0,50,dss/senna,"sennosides, USP",13,26
161.0,33,apap og tube,acetaminophen,15,15
329299.0,60,atorvastatine teva sante 80 mg,atorvastatin 80 MG,53,40
1246973.0,100,amphetamine mixed salt,,0,0
324032.0,100,polaramine,,0,0
104420.0,64,plenvil er oral 10.0 mg,24 HR felodipine 10 MG Extended Release Oral Tablet [Plendil],18,24
42602.0,50,fludarabin actavis,Tavist,16,22
214199.0,88,ipratroprium bromide albuterol sulfate,albuterol / ipratropium,23,50
901299.0,40,tian mai xiao ke pian,whole wheat allergenic extract,20,23
220936.0,100,wellbutrin sr,,0,0
9853.0,100,na,sodium,0,0
371671.0,100,cyproterone oral tablet,cyproterone Oral Tablet,91,8
855656.0,80,diclofenac sodium 100.0 mg,diclofenac sodium 100 MG,84,76
199.0,50,novodigalbeta-acetyldigoxin,acetyldigoxins,44,44
21212.0,100,clarithromycin,clarithromycin,100,100
669507.0,100,jolessa,,0,0
309309.0,88,ciprofloxacin oral 500.0 mg film-coated tablet,ciprofloxacin 500 MG Oral Tablet,56,23
82110.0,100,tramadol,tramadol hydrochloride,36,36
315266.0,60,acetaminophen\codeine phosphate 500.0 mg,acetaminophen 500 MG,45,40
1551642.0,50,vitamin c effervescent blend,,0,0
1298842.0,67,paroxetine chlorhydrate hemihydrate,"paroxetine hydrochloride, hemihydrate",72,62
224912.0,25,other medciation,Melfiat,25,25
220753.0,75,vastin,,0,0
353724.0,50,senokot relpax,Relpax,35,35
3443.0,100,diltiazem,diltiazem,100,100
10753.0,100,all?trans retinoic acid,tretinoin,34,34
1011480.0,75,cetirizine hydrochloride ohara  10 mg,cetirizine hydrochloride 10 MG,75,64
6574.0,50,magnesium tums,magnesium,64,64
197696.0,67,fentanyl dis 75 mcg/hr,72 HR fentanyl 0.075 MG/HR Transdermal System,26,20
686445.0,25,inegy 10 mg/20 mg comprimido tablet,24 HR paliperidone 9 MG Extended Release Oral Tablet [Invega],19,16
1049383.0,50,paxium,Dexium,66,66
2390325.0,60,sars?cov?2 virus,,0,0
225852.0,67,calcium folinate teva,leucovorin calcium,23,42
1166671.0,33,aller clear nos oral,Aller-Chlor Oral Product,33,33
220330.0,50,sofradex,Tobradex,75,75
465397.0,100,ciprofloxacin hydrochloride;dexamethasone,ciprofloxacin / dexamethasone,65,60
4511.0,67,folic acid almus,folic acid,62,62
17128.0,50,lansoprazole hexal,lansoprazole,66,66
372535.0,50,deflazacort/ranitidine/hydroxichloroquine/ketoprofen oral capsule,ketoprofen Oral Capsule,32,30
890855.0,100,magmil,Magmilax,62,62
1790332.0,67,levetiracetam keppra,levetiracetam Injection [Keppra],59,59
1000566.0,45,levemir solution for injection 0.024mol/l,,0,0
1491980.0,50,capril,caproyl lactate,33,33
153326.0,75,avonax,Avonex,66,66
1423090.0,100,lortab 7.5/500,,0,0
374477.0,83,calcium carbonate\magnesium carbonate oral,calcium carbonate / magnesium carbonate Oral Suspension,72,56
3041.0,50,aracytin,cytarabine,30,30
198369.0,63,torasemid sandoz 10 mg oral 60.0 tablet,torsemide 10 MG Oral Tablet,56,53
393405.0,100,gliclazide  30 mg,gliclazide 30 MG,82,58
37075.0,100,ethinyl estradiol\norgestrel,ethinyl estradiol / norgestrel,90,36
25789.0,75,glimepiridie,glimepiride,91,91
225110.0,50,viccillin,Bicillin,77,77
311985.0,86,oral 30 mg prolonged-release tablet,24 HR nisoldipine 30 MG Extended Release Oral Tablet,38,30
1727492.0,100,emtricitabine rilpivirine hydrochloride tenofovir alafenamide,emtricitabine / rilpivirine / tenofovir alafenamide,75,70
198051.0,83,omeprazol davur oral 20 mg capsule,omeprazole 20 MG Delayed Release Oral Capsule,46,42
1539837.0,50,depression medication,,0,0
475230.0,25,deprevix,degarelix,66,66
98824.0,33,anti-tb therapy,,0,0
1240486.0,20,blopress 8 mg compresse,,0,0
1540053.0,50,several vitamin,,0,0
202516.0,67,nitro-bid ointment,Nitro-Bid,38,38
1869604.0,100,deka plus,,0,0
728491.0,19,ciproxin oral 500.0 mg,"protein C, human 1 UNT Injection [Ceprotin]",16,25
29115.0,50,maalox/diphenhydramine,Maalox,22,22
258337.0,67,maxzide hydrochlorothiazide triamterene,hydrochlorothiazide / triamterene,74,74
260323.0,28,spasfon lyoc 160 mg lyophilisat oral,fenoprofen 200 MG Oral Capsule [Nalfon],20,20
104129.0,50,puritan pride psyllium husk,ispaghula husk,29,33
7986.0,50,penicillin vk,,0,0
368847.0,50,dolophine- methadone,methadone Oral Tablet [Dolophine],24,54
10456.0,100,thiamin mononitrate,thiamine mononitrate,95,95
35406.0,14,vitlipid n infant ergocalciferol\phytonadione\retinol\tocopherol,vitamin A palmitate,21,18
4337.0,50,fentanyl mallinckrodt,fentanyl,38,38
25480.0,100,gabapentin,gabapentin,100,100
904526.0,50,facial moisturizer nos,,0,0
4492.0,100,5-fluorouracil,fluorouracil,85,85
1897.0,50,kalk,calcium carbonate,11,11
607025.0,75,lyrica 25 mg,pregabalin 25 MG [Lyrica],20,40
152218.0,50,phenergan and chloral hydrate,Phenergan,27,27
1311224.0,50,imadol,indole,50,50
404044.0,43,1 hc powder in clotrimaderm cream,hydrocortisone 10 MG/ML Topical Cream [Dermtex HC],22,18
1299055.0,50,clace,Clarus,33,33
858068.0,75,colchis,Colcrys,57,57
1923422.0,44,sotalol oral 1.0 df coated tablet,sotalol hydrochloride 120 MG Oral Tablet,50,25
1310951.0,45,caltrate plus calcium carbonate colecalciferol oral 1 df,calcium carbonate / cholecalciferol Oral Tablet [Caltrate Plus D],36,36
330809.0,100,midazolam 5mg/ml,midazolam 5 MG/ML,70,70
378303.0,75,ezetimibe oral coated tablet,ezetimibe Oral Tablet,67,25
708361.0,50,aulin,Alli,40,40
866514.0,80,metoprolol 50 mg tablet,metoprolol tartrate 50 MG Oral Tablet,54,40
898555.0,60,one?a?day vitamin,,0,0
9947.0,50,sotalex,sotalol,71,71
1942539.0,45,onligol  10.0 mg,robenacoxib 10 MG [Onsior],23,19
5487.0,50,hydochlorothiaside,hydrochlorothiazide,89,89
855203.0,15,"breva 0,375 + mg 0,075 soluzione da nebulizzare o orale",docosanol 100 MG/ML [Abreva],16,23
483444.0,83,pregabalin 300 mg cap cipl oral,pregabalin 300 MG Oral Capsule,58,70
9853.0,100,na,sodium,0,0
9853.0,100,na,sodium,0,0
227285.0,50,loparom,Loprox,57,57
9853.0,100,na,sodium,0,0
1685886.0,25,unspecified medication for her back,,0,0
701889.0,60,dextran 70\hypromellose ophthalmic 1.0 gtt,dextran 70 0.001 MG/MG / hypromellose 0.008 MG/MG Ophthalmic Gel,45,25
705728.0,43,oral 20000.0 iu capsule,cholecalciferol 1.25 MG Oral Capsule,33,25
604302.0,40,multivitamin man 50 + daily,,0,0
187832.0,100,pregabal,pregabalin,80,80
22584.0,67,depo medrol with lidocaine,Depo-Medrol,30,30
236301.0,25,aleviatin,acetiamine hydrochloride,25,25
2400231.0,33,"aerius 2,5 mg mouth dissolving tablet",melatonin 12 MG Disintegrating Oral Tablet,26,21
2002583.0,50,lactobacil,lactobacillic acid,55,55
351761.0,67,diovan /sch/ oral 80 mg,valsartan 80 MG Oral Tablet [Diovan],25,27
203168.0,75,amotriptyline,amitriptyline hydrochloride,44,44
10831.0,88,sulfamethoxazone- trimethoprim,sulfamethoxazole / trimethoprim,90,87
74169.0,67,piperacillin w/tazobactam,piperacillin / tazobactam,92,84
729843.0,23,other 225.0 mg unspecified,,0,0
285245.0,50,cinnamon brk,cinnamon preparation,50,20
1385.0,100,benzbromaron,benzbromarone,92,92
389175.0,80,esomeprazole oral 20 mg,esomeprazole 20 MG Oral Tablet,56,30
93204.0,67,magnesium-ox,Mag-Ox 400,16,16
540281.0,71,fenofibrate/tricor  145.0 mg tablet,fenofibrate 145 MG Oral Tablet [Tricor],35,33
221075.0,33,pot chlor sol,chlorpheniramine tannate,12,25
904871.0,50,butran ptw,BuTrans,40,40
1150318.0,29,proomega soft gel,,0,0
253182.0,100,insulin regular human,"insulin, regular, human",91,91
237073.0,100,zinc ethyl fumarate,,0,0
,0,topalgic,,0,0
20863.0,50,dexagel,chloroquine phosphate,9,9
1797933.0,38,flonase 50mcg ns,fluticasone propionate 0.05 MG/ACTUAT Metered Dose Nasal Spray [Flonase],15,13
198222.0,45,furosemide\spironolactone oral 0.5 df film-coated tablet,spironolactone 100 MG Oral Tablet,44,33
1246161.0,80,omega-3 fatty acid oral 1200.0 mg capsule,,0,0
1539165.0,80,needle novofine  30 g,,0,0
9853.0,100,na,sodium,0,0
9853.0,100,na,sodium,0,0
378083.0,100,sodium fluoride gel,sodium fluoride Oral Gel,75,45
202619.0,100,estrace,Estrace,85,85
639194.0,100,propoxyph-acetaminophn,acetaminophen / propoxyphene,21,17
1860239.0,75,"kcl/swfi,20 meq/100 ml",100 ML potassium chloride 0.2 MEQ/ML Injection,10,8
1858270.0,50,lebocar,Lidocare,50,50
565198.0,57,zofran 8mg/4ml,ondansetron 0.8 MG/ML [Zofran],16,23
5489.0,100,hydrocodone,hydrocodone,100,100
11295.0,50,water for tpn,water,38,38
855172.0,100,levocetirizine 5 mg tablet,levocetirizine dihydrochloride 5 MG Oral Tablet,48,23
1156069.0,63,budesonade?fotmoterol inhaler,budesonide / formoterol Inhalant Product,60,25
4493.0,100,fluoxetin,fluoxetine,90,90
21651.0,100,hydrocortisone hemisuccinate,cortisol succinate,60,17
30236.0,100,morphine,morphine sulfate,50,50
