rxcui,og_score,og_query,rxnorm_concept
9853.0,100,na,sodium
4845.0,50,glucosamine-chon,glucosamine
7986.0,75,penecillin,<NA>
89905.0,100,multivitamin,<NA>
979293.0,100,freeze it,Freeze It
897683.0,75,verapamil hydrochloride oral 80.0 mg coated tablet,verapamil hydrochloride 80 MG Oral Tablet
218353.0,75,mycardis,Micardis
3616.0,100,dobutamine hydrochloride,dobutamine
1716278.0,100,trabectedin,trabectedin
203856.0,100,solu-medrol,Solu-Medrol
11253.0,100,vitamin d,vitamin D
217905.0,33,klor?clon,Klor-Con
405074.0,50,ferrex otc 150 mg,Ferrex-150
1790678.0,67,simvastatin oral,simvastatin Oral Suspension
861010.0,100,metformine tablet 850 mg,metformin hydrochloride 850 MG Oral Tablet
93558.0,100,novolin n,Novolin N
317388.0,75,ibuprofen 400 mg prn,ibuprofen 400 MG
747890.0,100,potassium bicarb-citric acid,citric acid / potassium bicarbonate
1986819.0,75,calquence 100 mg,acalabrutinib 100 MG Oral Capsule [Calquence]
1429342.0,50,combinent respimat,<NA>
214182.0,88,hydrocodone -acetiminophen,acetaminophen / hydrocodone
4917.0,100,glycerin trinitrate,nitroglycerin
260043.0,100,chickweed,<NA>
596933.0,75,duloxetine 60 mg oral,duloxetine 60 MG
310191.0,50,estradiol valerate\prasterone enantate intramuscular 1.0 ml injection,estradiol valerate 40 MG/ML Injectable Solution
7804.0,75,oxycondone,oxycodone
2108301.0,43,budesonide\formoterol respiratory 2.0 df,budesonide 0.2 MG
669491.0,50,junova,Inova
315971.0,100,furosemid 40 mg,furosemide 40 MG
1652645.0,29,humalog subcutaneous insulin infusion pump,insulin lispro Cartridge [Humalog]
306865.0,50,epadel s,Elidel
373644.0,100,propoxyphene hydrochloride/acetaminophen tablet oral,acetaminophen / propoxyphene Oral Tablet
849091.0,50,lipoic,<NA>
204363.0,50,tavor,<NA>
9853.0,100,na,sodium
10831.0,100,trimethoprim sulfamethoxazole,sulfamethoxazole / trimethoprim
864718.0,83,methadone hydrochloride oral 2.5 mg tablet,methadone hydrochloride 5 MG Oral Tablet
89905.0,100,multivitamin,<NA>
1483263.0,50,stelminal,spermine
235376.0,67,iron salt,iron bile salts
352556.0,75,coricidin hbp cough,<NA>
218096.0,75,enteric low-dose aspirin,<NA>
8149.0,100,phenoxybenza,phenoxybenzamine
198440.0,80,acetaminophen  500.0 mg tablet,acetaminophen 500 MG Oral Tablet
317009.0,67,oral cutaneous powder,Topical Powder
202976.0,50,voltaren plus,Voltaren
214130.0,83,butalbital- acetaminophen-caffeine,acetaminophen / butalbital / caffeine
228054.0,100,dexmedetomidine hcl,dexmedetomidine hydrochloride
6745.0,100,menotropin,<NA>
979484.0,75,losartan 25 mg,losartan potassium 25 MG
8703.0,100,fenofibrate,fenofibrate
1173178.0,50,doan 's backache pill,Doans Pill
892547.0,75,coronal,corn allergenic extract
5487.0,100,hydrochlorothiazide,hydrochlorothiazide
219412.0,100,prinzide,Prinzide
9853.0,100,na,sodium
198444.0,67,acetaminophen oral 4000 mg tablet,acetaminophen 650 MG Oral Tablet
4186.0,50,ebenol,eugenol
1370962.0,36,lomac  oral 20.0 mg,acepromazine maleate 25 MG Oral Tablet [PROMACE]
215657.0,75,betadorm,<NA>
2258814.0,60,citracal plus vit d3,<NA>
3639.0,100,doxorubicin,doxorubicin
1007835.0,100,calcium citrate-vit d3,calcium citrate / cholecalciferol
220864.0,33,pn twin,<NA>
151317.0,50,aldactone hct,Aldactone
82109.0,50,tizadine,tilidine hydrochloride
1664435.0,75,envarsis,Envarsus
267733.0,25,sudafedrin hcl,<NA>
2551.0,100,ciprofloxacin hydrochloride,ciprofloxacin
213283.0,17,arcoxia 90 mg compresse rivestite con film,hydroxyurea 300 MG Oral Capsule [Droxia]
1659277.0,100,ceftazidime for injection,ceftazidime Injection
197606.0,100,digoxin oral 0.25 mg tablet,digoxin 0.25 MG Oral Tablet
136209.0,25,velocef,Venofer
1232159.0,75,eylea 2 mg 0.05 ml- regeneron,0.05 ML aflibercept 40 MG/ML Injection [Eylea]
221124.0,100,metoprolol succinate,metoprolol succinate
9853.0,100,na,sodium
9853.0,100,na,sodium
,0,ulgut,<NA>
2056253.0,57,amoxicillin\clavulanate potassium oral 1 df,<NA>
3822.0,50,bland emollient,<NA>
11115.0,50,bethameth val,valine
142443.0,100,procyclidine,procyclidine hydrochloride
50013.0,25,ferrlicit in normal saline,Ferrlecit
669491.0,75,inovan,Inova
830800.0,75,diltiazem hydrochloride  300.0 mg,diltiazem hydrochloride 300 MG
323640.0,100,remodulin,Remodulin
577208.0,78,omega-3-acid ethyl ester 1gram,omega-3 acid ethyl esters (USP) 1000 MG Oral Capsule
7646.0,50,omneprozole,omeprazole
6313.0,50,leucovorine calcique,leucovorin
9853.0,100,na,sodium
21245.0,100,clobetasole,clobetasol propionate
1798453.0,40,oral 1 df tablet,acetaminophen 500 MG / dexbrompheniramine maleate 1 MG Oral Tablet
1539837.0,33,unspecifie hypoglycemic medication,<NA>
2466898.0,9,transplacental,<NA>
808921.0,57,oral 3.9 g powder,fosfomycin 3000 MG Powder for Oral Solution [Monurol]
218001.0,25,levexothyroid,<NA>
802613.0,43,folplex 2.2 25 0.5 mg,<NA>
1294831.0,75,buprenorphine hydrochloride\naloxone hydrochloride sublingual,buprenorphine / naloxone Sublingual Product
1729960.0,50,glucose monitor,<NA>
4678.0,100,ganciclovir,ganciclovir
196502.0,25,septrin balsamico,Lamictal
899912.0,50,quinary,Rhinaris
306718.0,100,agomelatine,<NA>
204647.0,83,posture d  oral 600 mg tablet,tricalcium phosphate 600 MG Oral Tablet
198148.0,58,prendisone oral 50.0 mg,prednisone 50 MG Oral Tablet
2180.0,50,cefazolin sandoz,cefazolin
261624.0,100,protonix,Protonix
831430.0,33,blind pf?06425090 intramuscular powder for solution injection,alanine 4.9 MG/ML / arginine 8.61 MG/ML / aspartate 3.7 MG/ML / glutamate 5.76 MG/ML / glycine 2.7 MG/ML / histidine 2.2 MG/ML / isoleucine 5.34 MG/ML / leucine 8.31 MG/ML / lysine 4.75 MG/ML / methionine 1.25 MG/ML / phenylalanine 3 MG/ML / proline 5.7 MG/ML / serine 3.47 MG/ML / taurine 0.5 MG/ML / threonine 3.6 MG/ML / tryptophan 1.25 MG/ML / tyrosine 0.44 MG/ML / valine 4.52 MG/ML Injectable Solution [Aminosyn-PF 7%]
203195.0,92,penicillin v potasium,penicillin V potassium
210083.0,39,femoston conti 1mg/5 mg oral tablet,ferrous sulfate 200 MG Oral Tablet [Feosol]
197657.0,100,estradiol 0.5 mg tablet,estradiol 0.5 MG Oral Tablet
700885.0,100,temozolomide 180 mg capsule,temozolomide 180 MG Oral Capsule
1546029.0,100,meropenem anhydre,meropenem anhydrous
672571.0,86,paliperidone 9 mg er tablet,24 HR paliperidone 9 MG Extended Release Oral Tablet
91218.0,100,potassium-sparing agent,<NA>
2049061.0,75,zolpidem tartrate oral,<NA>
214619.0,88,losartn/hctz,hydrochlorothiazide / losartan
905451.0,57,levothyroxine sodium 112 mcg po acbk,levothyroxine sodium 0.112 MG Oral Capsule
1722382.0,23,isoptin 80 mg compresse rivestite con film abbott s.r.l,"L-methionine-S,R-sulfoximine"
857796.0,75,tyvasco,Tyvaso
314540.0,100,cefaclor,<NA>
372650.0,57,hydrochlorothiazide\losartan oral 1.0 df tablet,hydrochlorothiazide / losartan Oral Tablet
135092.0,50,artolive,Accolate
200329.0,75,omeprazole  40.0 mg gastro-resistant capsule,omeprazole 40 MG Delayed Release Oral Capsule
218488.0,100,multivitamin-with-mineral,<NA>
373522.0,75,potassium chloride oral,potassium chloride Oral Solution
1311190.0,50,intramuscular gold,gold
993564.0,45,bupropion hcl xl 300 mg tablet anchen pharmacutical,24 HR bupropion hydrochloride 300 MG Extended Release Oral Tablet [Wellbutrin]
310467.0,57,gentamicin sulfate  3.0 df solution for injection,gentamicin 3 MG/ML Ophthalmic Solution
311666.0,67,metoclopramide hcl cf oral 10 mg,metoclopramide 10 MG Oral Tablet
1551472.0,44,contramal drop oral,Contrave Oral Product
1014314.0,67,triamcinolone cream usp 0.1,triamcinolone acetonide 1 MG/ML Topical Cream
1539837.0,50,fluid medication,<NA>
1310635.0,100,osteo bi- flex,Osteo Bi-Flex
1551642.0,67,pure vitamin c,<NA>
667699.0,50,baldrian oral,<NA>
236782.0,100,saccharomyce boulardii,Saccharomyces boulardii
2054347.0,80,methylphenidate er osm tablet,<NA>
813233.0,50,trunature probiotic,<NA>
2551.0,100,ciprofloxacin,ciprofloxacin
1091.0,50,glutapak r,arginine
1867597.0,78,"bupivacain hcl 0.25 + epi 1:200,000 inj teartop vial",<NA>
1372723.0,100,novolin,Novolin
790271.0,75,caltab oral 1500.0 mg tablet,calcium carbonate 1500 MG Oral Tablet [Caltrate]
224913.0,100,dilaude,Dilaudid
439841.0,56,folic acid transplacental 1.0 df tablet,folic acid 0.1 MG Oral Tablet
285151.0,100,conium maculatum,Conium maculatum preparation
1049717.0,67,oxycodone oral 10.0 mg,oxycodone hydrochloride 10 MG Oral Capsule
227897.0,100,betamethasone valerate,betamethasone valerate
5436.0,50,hormonal implant,<NA>
1000104.0,75,bonna,incobotulinumtoxinA
1012591.0,100,regenecare,Regenecare
309362.0,75,clopidogrel bisulfate  75.0 mg film coated tablet,clopidogrel 75 MG Oral Tablet
10582.0,50,levotiroxine,levothyroxine
372650.0,80,hydrochlorothiazide\losartan potassium oral tablet,hydrochlorothiazide / losartan Oral Tablet
727341.0,50,epidren,Epipen
362.0,75,epinerphrine,epinephrine hydrochloride
1191.0,100,aspiri,aspirin
10180.0,75,sulgamethoxazole,sulfamethoxazole
6387.0,100,lidocaine,lidocaine
151651.0,50,disopan,Ditropan
657797.0,100,temsirolimus,temsirolimus
372243.0,100,flurazepam hydrochloride oral capsule,flurazepam Oral Capsule
227719.0,50,hemofer f,Hemofil
2031.0,100,carbonate,<NA>
607176.0,50,mv,<NA>
1039169.0,75,lanocane,Lanacane
220239.0,100,thalomid,Thalomid
993688.0,30,bio-three od oral tablet,bupropion hydrochloride 100 MG Oral Tablet [Wellbutrin]
40790.0,50,pantoprazole+domperidone,pantoprazole
757043.0,80,hydromet homatropine methylbromide hydrocodone bitartrate oral,homatropine / hydrocodone Oral Solution [Hydromet]
1094834.0,33,ipilimumab 900.0 ml,ipilimumab 5 MG/ML
623033.0,100,lubiprostone,lubiprostone
218860.0,50,ocuvite vitamin,Ocuvite
813233.0,100,probiotic,<NA>
8308.0,100,vitamin k1,vitamin K1
854228.0,78,enoxaparin 30mg/0.3 ml syringe,0.3 ML enoxaparin sodium 100 MG/ML Prefilled Syringe
996561.0,100,memantine 10 mg tablet,memantine hydrochloride 10 MG Oral Tablet
315431.0,75,aspirin  81.0 mg,aspirin 81 MG
2054736.0,67,propranolol hcl tablet usp,<NA>
813961.0,50,ascorbic acid\aspirin oral 2 df,ascorbic acid / aspirin
311290.0,60,levetiracetam 750 mg oral 60.0 df coated tablet,levetiracetam 750 MG Oral Tablet
221147.0,100,plyethylene glycol 3350,polyethylene glycol 3350
1370770.0,67,hydrocortisone cutaneous 1.0 df cream,hydrocortisone butyrate 1 MG/ML Topical Cream
4337.0,8,fenistil 1 mg,fentanyl
2055928.0,40,centrum multigummie woman 50 +,<NA>
313565.0,100,valacyclovir 500 mg tablet,valacyclovir 500 MG Oral Tablet
860975.0,100,metformin hcl er 500 mg oral tablet,24 HR metformin hydrochloride 500 MG Extended Release Oral Tablet
199885.0,89,levoxacin oral 500 mg film-coated tablet,levofloxacin 500 MG Oral Tablet
2054412.0,67,rizatriptan orodispersible tablet,<NA>
250546.0,75,moxonidine oral 0.4 mg film-coated tablet,moxonidine 0.4 MG Oral Tablet
203150.0,100,cetirizine dihydrochloride,cetirizine hydrochloride
2194.0,75,cefuraoxime,cefuroxime
7441.0,100,nitrendipin 10,nitrendipine
9853.0,100,na,sodium
1593744.0,40,oral 1.0 df capsule,cholecalciferol 3775 UNT / folic acid 1 MG Oral Capsule
197117.0,100,narcan,Narcan
20767.0,100,chloramphenicol,chloramphenicol palmitate
153972.0,50,hyrdoxychloroquine,hydroxychloroquine sulfate
1038856.0,43,1.0 df medicate plaster,benzalkonium chloride 1 MG/ML Medicated Pad
466486.0,67,phenylephrine-dm liquid,dextromethorphan / phenylephrine
1091210.0,88,methylphenidate oral 54.0 mg prolonged-release tablet,24 HR methylphenidate hydrochloride 54 MG Extended Release Oral Tablet
308416.0,71,aspirin oral enteric coated tablet,aspirin 81 MG Delayed Release Oral Tablet
1087164.0,100,wal-mucil,Wal-Mucil
375098.0,60,glucosamine chond complex oral tablet,glucosamine Oral Tablet
198369.0,83,torsemide oral 10.0 mg tablet,torsemide 10 MG Oral Tablet
89905.0,50,burgerstein multivitamin,<NA>
2037.0,50,co-careldopa,carbon monoxide
10432.0,100,thalidomide,thalidomide
315934.0,75,finasteride 5 mg qhs,finasteride 5 MG
484211.0,100,simvastatin+ezetimibe,ezetimibe / simvastatin
104416.0,67,amlodipine besilate benazepril hydrochloride,amlodipine besylate
2054523.0,100,tramadol hydrochloride  tablet,<NA>
5781.0,100,indometacin,indomethacin
372093.0,67,ethamsylate oral,ethamsylate Oral Tablet
707871.0,38,biotene oralbalance gel,<NA>
284710.0,60,depakote dr/divalproex er,<NA>
9853.0,100,na,sodium
217227.0,67,1.0 g,<NA>
92105.0,50,centrum silver 50 + woman,<NA>
1661794.0,50,kenei,Keveyis
372231.0,43,fluoxetine hydrochloride oral 15.0 df capsule hard,fluoxetine Oral Capsule
104416.0,50,amlodipine besilate w/benazepril hydrochlorid,amlodipine besylate
325642.0,100,ertapenem,ertapenem
9853.0,50,pentothal sodium,sodium
203140.0,100,cefmetazole sodium,cefmetazole sodium
1245031.0,25,metatoperal,Melatonex
1719290.0,83,furosemide 20mg/ml injection,2 ML furosemide 10 MG/ML Injection
74169.0,67,piperacillin/tazobactam panpharma,piperacillin / tazobactam
471329.0,100,gamunex,Gamunex
153972.0,100,hydroxychloroquine sulfate,hydroxychloroquine sulfate
337535.0,100,revlimid,Revlimid
29406.0,50,mmr ii,<NA>
17311.0,50,superan alizapride hydrochloride,alizapride
225036.0,100,lovenox,Lovenox
317690.0,100,oral granule,Oral Granules
1429329.0,100,other,<NA>
371002.0,60,amlodipine benaz oral capsule,amlodipine / benazepril Oral Capsule
1300792.0,100,myrbetric,Myrbetriq
1049696.0,67,oxycodone hydrochloride 5.0 mg capsule hard,oxycodone hydrochloride 5 MG Oral Capsule
9853.0,100,na,sodium
89905.0,100,multivitamin,<NA>
352214.0,83,remodulin injection 10 mg/ml,treprostinil 10 MG/ML Injectable Solution [Remodulin]
2107353.0,100,prucalopride succinate oral 2 mg tablet,prucalopride 2 MG Oral Tablet
1727487.0,100,atorvastatin + perindopril+ amlodipine,<NA>
455.0,100,alcohol,<NA>
352729.0,50,en,<NA>
1722939.0,43,meropenem 1gm iv daily,meropenem 1000 MG Injection
10156.0,50,sucralphate,sucralfate
727347.0,50,epipen 0.3 mg,NDA019430 0.3 ML epinephrine 1 MG/ML Auto-Injector [Epipen]
2377367.0,100,levamlodipine besylate oral 2.5 mg tablet,levamlodipine 2.5 MG Oral Tablet
389175.0,71,esomeprazol heuman oral 20.0 mg tablet,esomeprazole 20 MG Oral Tablet
1731071.0,100,fosaprepitant,fosaprepitant
1191.0,100,aspirin ec,aspirin
199324.0,56,lithium carbonate oral 900.0 mg retard tablet,lithium carbonate 250 MG Oral Tablet
343086.0,60,lansoprazole teva sante 15 mg,lansoprazole 15 MG
1366196.0,100,onfi 2.5mg/ml susp,clobazam 2.5 MG/ML Oral Suspension [Onfi]
371463.0,43,chlorpromazine hydrochloride oral 2.5 df coated tablet,chlorpromazine Oral Tablet
10572.0,31,unspecified medication for hypothyroid,thyroid (USP)
1735687.0,25,depakin chrono 500 mg,ChronoMate
9853.0,100,na,sodium
1314345.0,17,solu decortin merck,decoquinate
1367119.0,100,methylchloroisothiazolinone,5-chloro-2-methyl-4-isothiazolin-3-one
10582.0,50,levimer insulin,levothyroxine
9853.0,100,na,sodium
2001469.0,42,trivastal 50 mg l.p extend release coated tablet,12 HR arginine 350 MG Extended Release Oral Tablet
224950.0,100,carmol,Carmol
202750.0,100,betadine,Betadine
539817.0,100,vesicare tab 5 mg,solifenacin succinate 5 MG Oral Tablet [Vesicare]
1540053.0,100,vitamin,<NA>
419769.0,50,blind ciprofloxacin inhalation powder,<NA>
1086786.0,70,vibrid oral 40 mg,vilazodone hydrochloride 40 MG Oral Tablet [Viibryd]
104592.0,100,cyproheptadine hydrochloride,cyproheptadine hydrochloride
385527.0,33,cholecalciferol 10.0 gtt,cholecalciferol 0.005 MG
4441.0,100,flecainide,flecainide
52685.0,100,atropine methonitrate,<NA>
202433.0,50,tylenol lifetime,Tylenol
6963.0,100,midodrine hcl,midodrine
247747.0,50,minerals\vitamin oral 500.0 mg,niacin 500 MG Oral Capsule
47088.0,100,bethanechol chloride,bethanechol chloride
220348.0,40,toprol xl xr24h,<NA>
855614.0,50,femiclear 2 day,<NA>
253157.0,100,bee pollen,bee pollen
42781.0,29,fresenius 2008k2 hemodialysis system,vitamin K2
690008.0,60,alginic acid aluminum hydroxide gel dry magnesium trisilicate s,<NA>
309362.0,88,clopidogrel actavisclopidogrel besylate oral 75 mg film-coated tablet,clopidogrel 75 MG Oral Tablet
1448113.0,75,tylenol w/codeine 3,<NA>
1116508.0,50,theranal,Thera-D
1041815.0,100,modified-release tablet,<NA>
2051910.0,50,liverex supplement,<NA>
1157604.0,100,salicylic acid topical,salicylic acid Topical Product
314208.0,70,ropinirol 1 a pharma oral 2 mg film-coated tablet,ropinirole 1 MG Oral Tablet
404805.0,75,influenza vaccine inactivate,<NA>
854852.0,50,vyvanse 50 mg qd in be,lisdexamfetamine dimesylate 50 MG Oral Capsule [Vyvanse]
891893.0,100,morphine sulfate oral 60 mg prolonged-release tablet,morphine sulfate 60 MG Extended Release Oral Tablet
200094.0,80,irbesartan 75.0 mg tablet,irbesartan 75 MG Oral Tablet
,0,25 mg,<NA>
83553.0,75,setoquel,Seroquel
1989202.0,67,oral 2.5 g,psyllium 2500 MG Oral Wafer
153165.0,75,lipitior,Lipitor
102490.0,67,antus dextromethorphan hydrobromide,dextromethorphan hydrobromide
4055.0,50,erythromycin ethyleuccinate,erythromycin estolate
152855.0,55,topomax 25 mg bid,topiramate 25 MG Oral Tablet [Topamax]
1094060.0,50,sulfarinol,dodecylbenzenesulfonic acid
330405.0,43,temozolomide 5mg/20mg/180 mg,temozolomide 20 MG
19831.0,50,cortiment budesonide,budesonide
866486.0,50,abtei calcium c oral 1000 mg,calcium carbonate 1000 MG Oral Powder
1726214.0,58,cilastatin sodium\imipenem intravenous drip 500.0 mg injection,cilastatin 500 MG / imipenem 500 MG Injection
997223.0,79,donepezila oral 10.0 mg tablet,donepezil hydrochloride 10 MG Oral Tablet
311666.0,50,metoclopramide tablet 10 mg brand name not specify,metoclopramide 10 MG Oral Tablet
93367.0,100,mycelex troche,Mycelex Troches
10239.0,75,sulpyrine hydrate,sulpiride
374606.0,50,pioglitazone hydrochloride  1 df tablet,pioglitazone Oral Tablet
5032.0,100,guaifenesin,guaifenesin
2046376.0,44,palynziq 2.5 mg,0.5 ML pegvaliase-pqpz 5 MG/ML Prefilled Syringe [Palynziq]
215850.0,50,caltratex,Caltrate
858817.0,63,enalapril ratiopharm 10 mg comprimido 60 oral tablet,enalapril maleate 10 MG Oral Tablet
374679.0,75,travoprost ophthalmic solution usp,travoprost Ophthalmic Solution
352381.0,100,glipizide;metformin hydrochloride,glipizide / metformin
859749.0,71,crestor rosuvastatin oral 10 mg,rosuvastatin calcium 10 MG Oral Tablet [Crestor]
2386849.0,25,lapin,<NA>
199362.0,67,vitamin d 1000unit,cholecalciferol 0.025 MG Oral Tablet
313585.0,78,venlafaxine hcl extend release er oral capsule,24 HR venlafaxine 75 MG Extended Release Oral Capsule
2283147.0,50,1 df tablet,<NA>
1540053.0,50,vitamin b1 b6 bayer,<NA>
1241571.0,50,unspecified,<NA>
83367.0,50,atorvastatina ratio,atorvastatin
261593.0,50,norvir capsule soft,<NA>
1790553.0,75,dextromethorphan er,<NA>
301543.0,75,adavair,Advair
1872256.0,30,brodalumab subcutaneous 1.0 df,1.5 ML brodalumab 140 MG/ML Prefilled Syringe
3322.0,100,diazepam,diazepam
315446.0,50,auranofin 6 mg,auranofin 3 MG
330396.0,75,pantoprazole 40 mg bid,pantoprazole 40 MG
313583.0,88,venlafaxine hcl er 37.5 mg cap,24 HR venlafaxine 37.5 MG Extended Release Oral Capsule
686433.0,63,lialda 1.2 gram tablet,mesalamine 1200 MG Delayed Release Oral Tablet [Lialda]
831431.0,75,tramadol 100 mg capsule,tramadol hydrochloride 100 MG
1736859.0,75,abasaglar,Basaglar
1008060.0,38,butalbh/asap/caff,butalbital / caffeine / codeine
83719.0,100,grepafloxacin,grepafloxacin
378100.0,60,gabapentin oral 1 df capsule,gabapentin Oral Capsule
248310.0,58,drospirenone\ethinyl estradiol oral 1.0 df film-coated tablet,ethinyl estradiol 0.01 MG Oral Tablet
197807.0,80,ibuprofen oral 800 mg,ibuprofen 800 MG Oral Tablet
89905.0,67,multiple oral vitamin,<NA>
1436170.0,43,avobenzone\homosalate\octisalate\octocrylene\oxybenzone topical unspecified,<NA>
9853.0,100,na,sodium
2409.0,50,chlortnadlidone,chlorthalidone
11253.0,50,vitamin d 50000 unit,vitamin D
312938.0,88,sertraline hydrochloride oral 100.0 mg film-coated tablet,sertraline 100 MG Oral Tablet
329449.0,60,clopidogrel 75 mg po qd,clopidogrel 75 MG
846994.0,43,amoxicillin oral 825.0 mg,amoxicillin 150 MG Oral Tablet
9853.0,100,na,sodium
83373.0,100,flonase,Flonase
82057.0,40,novobiocin sodium\tetracycline phosphate complex,novobiocin sodium
1364351.0,100,ponatinib tablet,ponatinib Oral Tablet
311995.0,100,nitrofurantoin oral 50 mg capsule,"nitrofurantoin, macrocrystals 50 MG Oral Capsule"
9853.0,100,na,sodium
258332.0,100,carbenicillin disodium,carbenicillin disodium
214199.0,67,ipratropium/albuterol sol,albuterol / ipratropium
797550.0,67,immunoglobulin human antirabie,<NA>
316404.0,100,olanzapine 10 mg,olanzapine 10 MG
1721586.0,50,allopurinol 150 mg,allopurinol 500 MG
374699.0,83,neomycin-polymyxin-dexamethasone ophthalmic ointment,dexamethasone / neomycin / polymyxin B Ophthalmic Ointment
40048.0,100,carboplatin,carboplatin
202896.0,50,premarin tablet,Premarin
214182.0,100,hydrocodon-acetaminoph,acetaminophen / hydrocodone
855681.0,80,diclofenac sodium 50.0 mg,diclofenac sodium 50 MG
892582.0,83,morphine suler oral 15 mg tablet,morphine sulfate 15 MG Oral Tablet
197872.0,46,levodroi oral 0.005 mg tablet,levodopa 500 MG Oral Tablet
617312.0,67,atorvastatin  10.0 mg film-coated tablet,atorvastatin 10 MG Oral Tablet
314072.0,100,latanoprost 0.005 oph soln,latanoprost 0.05 MG/ML Ophthalmic Solution
1629.0,50,blood cell,<NA>
51272.0,50,quitapine,quetiapine
1300802.0,75,myrbetriq 50 mg,mirabegron 50 MG [Myrbetriq]
1539837.0,33,about thirty medication,<NA>
,0,zolt,<NA>
372803.0,100,metformin hydrochloride oral tablet,metformin Oral Tablet
792383.0,43,acetone fingernail polish remover,<NA>
9853.0,100,na,sodium
9004.0,100,pyridoxal 5 phosphate,pyridoxal phosphate
215246.0,25,amplictil,Amlactin
2277293.0,30,a whole lot of other medication,<NA>
202869.0,100,metrogel,MetroGel
151712.0,100,erwinase,<NA>
312615.0,100,prednisone 20 mg tablet,prednisone 20 MG Oral Tablet
9853.0,100,na,sodium
328495.0,100,ranitidine 300 mg,ranitidine 300 MG
330333.0,75,exemestane 25 mg roxane,exemestane 25 MG
1010598.0,67,buprenorphine/ naloxone dihydrate,naloxone hydrochloride dihydrate
707591.0,50,apleway,Alaway
236081.0,50,valacyclovir teva,valacyclovir hydrochloride
2281774.0,50,metformin-xr,<NA>
11251.0,67,vitamin complex,vitamin B complex
371012.0,43,benserazide hydrochloride\levodopa oral 1.0 df,benserazide / levodopa Oral Tablet
2418.0,75,cholcalciferol,cholecalciferol
1421002.0,25,pansitrate,PanaKare
2262283.0,100,citracal s,<NA>
216547.0,100,dextrose\water,<NA>
25789.0,50,gumepiride,glimepiride
373630.0,60,promethazine hydrochloride oral film-coated tablet,promethazine Oral Tablet
214187.0,100,pseudoephedrine\acetaminophen,acetaminophen / pseudoephedrine
197361.0,67,amlodipin actavis 5 mg tablett tablet,amlodipine 5 MG Oral Tablet
267741.0,100,sennoside a+b calcium,"sennoside A&B, calcium salt"
313988.0,83,furosemide oral 40.0 mg tablet,furosemide 40 MG Oral Tablet
826070.0,100,human coagulation factor viii,"factor VIII, human"
1736469.0,100,eptifibatide injection,eptifibatide Injection
5933.0,50,jodid,iodine
,0,oypalomin,<NA>
356887.0,75,levocetriizine,levocetirizine
110.0,75,coxine,oxyquinoline
202421.0,50,coumadine tablet,Coumadin
1807507.0,100,vancomycin hydrochloride for injection,vancomycin Injection
5492.0,100,hydrocortisone,hydrocortisone
92105.0,50,centrum silver 50 + woman,<NA>
687675.0,67,calcium with d,<NA>
643822.0,100,oracea,Oracea
309146.0,50,oral 0.15 g,activated charcoal 200 MG/ML Oral Suspension
214223.0,75,amlodipine benazepril,amlodipine / benazepril
388522.0,57,brinzolamide;timolol maleate ophthalmic 1.0 gtt,timolol 0.001 MG/MG Ophthalmic Gel
3707.0,50,hair dye,<NA>
1657211.0,58,xalair injection,omalizumab Injection [Xolair]
203657.0,75,vitamin b with c and folate,<NA>
316736.0,63,metoperol succer 100 mg,succimer 100 MG
10763.0,38,triamtrene/htcz,triamterene
62996.0,50,blood pressure pill,<NA>
1745416.0,50,solanax,solanine
997229.0,100,donepezil hydrochloride oral 5 mg tablet,donepezil hydrochloride 5 MG Oral Tablet
1424888.0,100,vilanterol/fluticasone furoate,fluticasone / vilanterol
142432.0,100,clonidine,clonidine hydrochloride
731532.0,60,advil max oral capsule,ibuprofen Oral Capsule [Advil]
1866634.0,100,k-lor,<NA>
801663.0,56,schiff vitamin d3 2000 iu  tablet,cholecalciferol 0.05 MG Oral Tablet
251872.0,88,pantoprazole sodium  20 mg gastro-resistant tablet,pantoprazole 20 MG Delayed Release Oral Tablet
9853.0,100,na,sodium
2054596.0,75,warfarin sodium oral tablet,<NA>
312086.0,80,ondansetron orodispersible tablet 8 mg,ondansetron 8 MG Oral Tablet
83367.0,50,atorvastatine eg,atorvastatin
225852.0,100,calcium leucovorin,leucovorin calcium
93017.0,100,k-dur,<NA>
39998.0,100,zonisamide,zonisamide
1807799.0,100,smoflipid,<NA>
214160.0,100,aspirin\butalbital\caffeine\codeine,aspirin / butalbital / caffeine / codeine
,0,catapresclonidine oral .1 mg tablet,<NA>
836.0,100,ace inhibitor,<NA>
1244142.0,100,thiamine 100 mg,thiamine hydrochloride 100 MG
9853.0,100,na,sodium
345818.0,60,gabapentin al 300.0 mg,gabapentin 300 MG
1418.0,100,benzoyl peroxide,benzoyl peroxide
373654.0,50,propranolol hydrochloride oral 2.0 df tablet,propranolol Oral Tablet
9853.0,100,na,sodium
1593744.0,33,oral 1 df,cholecalciferol 3775 UNT / folic acid 1 MG Oral Capsule
1012360.0,100,amitriptyline/perphenazine,amitriptyline / perphenazine
284665.0,10,robitussion cough cold cf,B-Tuss
5924.0,25,insulinum,inulin
219368.0,100,prenatal formula,<NA>
853316.0,50,trihexin,<NA>
9853.0,100,na,sodium
9853.0,100,na,sodium
215839.0,56,calciumwith vitamin d,<NA>
3638.0,100,doxepin 10,doxepin
10763.0,100,triamterene and hydrochloride,triamterene
