prod_ai,trade_name,nda_num
LEVETIRACETAM,LEVETIRACETAM,201293
LEVETIRACETAM,LEVETIRACETAM,78904
LEVETIRACETAM,LEVETIRACETAM,76920
LEVETIRACETAM,LEVETIRACETAM,76920
LEVETIRACETAM,LEVETIRACETAM,76920
LEVETIRACETAM,LEVETIRACETAM,77324
LEVETIRACETAM,LEVETIRACETAM,77324
LEVETIRACETAM,LEVETIRACETAM,77324
LEVETIRACETAM,LEVETIRACETAM,77324
LEVETIRACETAM,LEVETIRACETAM,90515
LEVETIRACETAM,LEVETIRACETAM,90515
LEVETIRACETAM,LEVETIRACETAM,90515
LEVETIRACETAM,LEVETIRACETAM,90515
LEVETIRACETAM,LEVETIRACETAM,78234
LEVETIRACETAM,LEVETIRACETAM,78234
LEVETIRACETAM,LEVETIRACETAM,78234
LEVETIRACETAM,LEVETIRACETAM,90906
LEVETIRACETAM,LEVETIRACETAM,90906
LEVETIRACETAM,LEVETIRACETAM,90906
LEVETIRACETAM,LEVETIRACETAM,90906
LEVETIRACETAM,LEVETIRACETAM,90025
LEVETIRACETAM,LEVETIRACETAM,78154
LEVETIRACETAM,LEVETIRACETAM,78154
LEVETIRACETAM,LEVETIRACETAM,78154
LEVETIRACETAM,LEVETIRACETAM,78731
LEVETIRACETAM,LEVETIRACETAM,90261
LEVETIRACETAM,LEVETIRACETAM,76919
LEVETIRACETAM,LEVETIRACETAM,78731
LEVETIRACETAM,LEVETIRACETAM,76919
LEVETIRACETAM,LEVETIRACETAM,78731
LEVETIRACETAM,LEVETIRACETAM,76919
LEVETIRACETAM,LEVETIRACETAM,78731
LEVETIRACETAM,LEVETIRACETAM,90511
LEVETIRACETAM,LEVETIRACETAM,90511
LEVETIRACETAM,LEVETIRACETAM,90511
LEVETIRACETAM,LEVETIRACETAM,90511
LEVETIRACETAM,LEVETIRACETAM,90484
LEVETIRACETAM,LEVETIRACETAM,78526
LEVETIRACETAM,LEVETIRACETAM,78526
LEVETIRACETAM,LEVETIRACETAM,78526
LEVETIRACETAM,LEVETIRACETAM,77319
LEVETIRACETAM,LEVETIRACETAM,77319
LEVETIRACETAM,LEVETIRACETAM,77319
LEVETIRACETAM,LEVETIRACETAM,78106
LEVETIRACETAM,LEVETIRACETAM,78106
LEVETIRACETAM,LEVETIRACETAM,78106
LEVETIRACETAM,LEVETIRACETAM,78106
LEVETIRACETAM,LEVETIRACETAM,205102
LEVETIRACETAM,LEVETIRACETAM,205102
LEVETIRACETAM,LEVETIRACETAM,78960
LEVETIRACETAM,LEVETIRACETAM,78960
LEVETIRACETAM,LEVETIRACETAM,78960
LEVETIRACETAM,LEVETIRACETAM,78960
LEVETIRACETAM,LEVETIRACETAM,78101
LEVETIRACETAM,LEVETIRACETAM,78101
LEVETIRACETAM,LEVETIRACETAM,78101
LEVETIRACETAM,LEVETIRACETAM,78101
LEVETIRACETAM,LEVETIRACETAM,78858
LEVETIRACETAM,LEVETIRACETAM,78858
LEVETIRACETAM,LEVETIRACETAM,78858
LEVETIRACETAM,LEVETIRACETAM,78858
LEVETIRACETAM,LEVETIRACETAM,78869
LEVETIRACETAM,LEVETIRACETAM,78869
LEVETIRACETAM,LEVETIRACETAM,78869
LEVETIRACETAM,LEVETIRACETAM,78869
LEVETIRACETAM,LEVETIRACETAM,90767
LEVETIRACETAM,LEVETIRACETAM,90767
LEVETIRACETAM,LEVETIRACETAM,90767
LEVETIRACETAM,LEVETIRACETAM,90767
LEVETIRACETAM,LEVETIRACETAM,78797
LEVETIRACETAM,LEVETIRACETAM,78797
LEVETIRACETAM,LEVETIRACETAM,78797
LEVETIRACETAM,LEVETIRACETAM,78797
LEVETIRACETAM,LEVETIRACETAM,79042
LEVETIRACETAM,LEVETIRACETAM,79042
LEVETIRACETAM,LEVETIRACETAM,79042
LEVETIRACETAM,LEVETIRACETAM,79042
LEVETIRACETAM,LEVETIRACETAM,91491
LEVETIRACETAM,LEVETIRACETAM,91491
LEVETIRACETAM,LEVETIRACETAM,91491
LEVETIRACETAM,LEVETIRACETAM,91491
LEVETIRACETAM,LEVETIRACETAM,78918
LEVETIRACETAM,LEVETIRACETAM,78918
VARDENAFIL HYDROCHLORIDE,LEVITRA,21400
VARDENAFIL HYDROCHLORIDE,LEVITRA,21400
VARDENAFIL HYDROCHLORIDE,LEVITRA,21400
VARDENAFIL HYDROCHLORIDE,LEVITRA,21400
LEVORPHANOL TARTRATE,LEVO-DROMORAN,8720
LEVOTHYROXINE SODIUM,LEVO-T,21342
LEVOTHYROXINE SODIUM,LEVO-T,21342
LEVOTHYROXINE SODIUM,LEVO-T,21342
LEVOTHYROXINE SODIUM,LEVO-T,21342
LEVOTHYROXINE SODIUM,LEVO-T,21342
LEVOTHYROXINE SODIUM,LEVO-T,21342
LEVOTHYROXINE SODIUM,LEVO-T,21342
LEVOTHYROXINE SODIUM,LEVO-T,21342
LEVOTHYROXINE SODIUM,LEVO-T,21342
LEVOTHYROXINE SODIUM,LEVO-T,21342
LEVOTHYROXINE SODIUM,LEVO-T,21342
LEVOTHYROXINE SODIUM,LEVO-T,21342
LEVOCARNITINE,LEVOCARNITINE,76858
LEVOCETIRIZINE DIHYDROCHLORIDE,LEVOCETIRIZINE DIHYDROCHLORIDE,203027
LEVOCETIRIZINE DIHYDROCHLORIDE,LEVOCETIRIZINE DIHYDROCHLORIDE,90392
LEVOCETIRIZINE DIHYDROCHLORIDE,LEVOCETIRIZINE DIHYDROCHLORIDE,210375
LEVOCETIRIZINE DIHYDROCHLORIDE,LEVOCETIRIZINE DIHYDROCHLORIDE,90486
LEVOCETIRIZINE DIHYDROCHLORIDE,LEVOCETIRIZINE DIHYDROCHLORIDE,90385
LEVOCETIRIZINE DIHYDROCHLORIDE,LEVOCETIRIZINE DIHYDROCHLORIDE,91264
LEVOCETIRIZINE DIHYDROCHLORIDE,LEVOCETIRIZINE DIHYDROCHLORIDE,213513
LEVOCETIRIZINE DIHYDROCHLORIDE,LEVOCETIRIZINE DIHYDROCHLORIDE,205564
LEVOCETIRIZINE DIHYDROCHLORIDE,LEVOCETIRIZINE DIHYDROCHLORIDE,211551
LEVOCETIRIZINE DIHYDROCHLORIDE,LEVOCETIRIZINE DIHYDROCHLORIDE,202046
LEVOCETIRIZINE DIHYDROCHLORIDE,LEVOCETIRIZINE DIHYDROCHLORIDE,204323
LEVOCETIRIZINE DIHYDROCHLORIDE,LEVOCETIRIZINE DIHYDROCHLORIDE,211983
LEVOCETIRIZINE DIHYDROCHLORIDE,LEVOCETIRIZINE DIHYDROCHLORIDE,203646
LEVOCETIRIZINE DIHYDROCHLORIDE,LEVOCETIRIZINE DIHYDROCHLORIDE,90362
LEVOCETIRIZINE DIHYDROCHLORIDE,LEVOCETIRIZINE DIHYDROCHLORIDE,201653
LEVOCETIRIZINE DIHYDROCHLORIDE,LEVOCETIRIZINE DIHYDROCHLORIDE,90229
LEVOCETIRIZINE DIHYDROCHLORIDE,LEVOCETIRIZINE DIHYDROCHLORIDE,90199
LEVOFLOXACIN,LEVOFLOXACIN,90787
LEVOFLOXACIN,LEVOFLOXACIN,90787
LEVOFLOXACIN,LEVOFLOXACIN,90787
LEVOFLOXACIN,LEVOFLOXACIN,201043
LEVOFLOXACIN,LEVOFLOXACIN,201043
LEVOFLOXACIN,LEVOFLOXACIN,201043
LEVOFLOXACIN,LEVOFLOXACIN,90367
LEVOFLOXACIN,LEVOFLOXACIN,90367
LEVOFLOXACIN,LEVOFLOXACIN,90367
LEVOFLOXACIN,LEVOFLOXACIN,76890
LEVOFLOXACIN,LEVOFLOXACIN,76890
LEVOFLOXACIN,LEVOFLOXACIN,76890
LEVOFLOXACIN,LEVOFLOXACIN,76710
LEVOFLOXACIN,LEVOFLOXACIN,76710
LEVOFLOXACIN,LEVOFLOXACIN,76710
LEVOFLOXACIN,LEVOFLOXACIN,200250
LEVOFLOXACIN,LEVOFLOXACIN,200250
LEVOFLOXACIN,LEVOFLOXACIN,200250
LEVOFLOXACIN,LEVOFLOXACIN,204968
LEVOFLOXACIN,LEVOFLOXACIN,204968
LEVOFLOXACIN,LEVOFLOXACIN,204968
LEVOFLOXACIN,LEVOFLOXACIN,202801
LEVOFLOXACIN,LEVOFLOXACIN,202801
LEVOFLOXACIN,LEVOFLOXACIN,202801
LEVOFLOXACIN,LEVOFLOXACIN,203613
LEVOFLOXACIN,LEVOFLOXACIN,203613
LEVOFLOXACIN,LEVOFLOXACIN,78424
LEVOFLOXACIN,LEVOFLOXACIN,78424
LEVOFLOXACIN,LEVOFLOXACIN,78424
LEVOFLOXACIN,LEVOFLOXACIN,200839
LEVOFLOXACIN,LEVOFLOXACIN,200839
LEVOFLOXACIN,LEVOFLOXACIN,200839
LEVOFLOXACIN,LEVOFLOXACIN,76276
LEVOFLOXACIN,LEVOFLOXACIN,76276
LEVOFLOXACIN,LEVOFLOXACIN,77097
LEVOFLOXACIN,LEVOFLOXACIN,202200
LEVOFLOXACIN,LEVOFLOXACIN,202200
LEVOFLOXACIN,LEVOFLOXACIN,202200
LEVOFLOXACIN,LEVOFLOXACIN,77438
LEVOFLOXACIN,LEVOFLOXACIN,77438
LEVOFLOXACIN,LEVOFLOXACIN,77438
LEVOFLOXACIN,LEVOFLOXACIN,76361
LEVOFLOXACIN,LEVOFLOXACIN,76361
LEVOFLOXACIN,LEVOFLOXACIN,76361
LEVOFLOXACIN,LEVOFLOXACIN,90722
LEVOFLOXACIN,LEVOFLOXACIN,90722
LEVOFLOXACIN,LEVOFLOXACIN,90722
LEVOFLOXACIN,LEVOFLOXACIN,201484
LEVOFLOXACIN,LEVOFLOXACIN,201484
LEVOFLOXACIN,LEVOFLOXACIN,201484
LEVOFLOXACIN,LEVOFLOXACIN,77652
LEVOFLOXACIN,LEVOFLOXACIN,77652
LEVOFLOXACIN,LEVOFLOXACIN,77652
LEVOTHYROXINE SODIUM,LEVOLET,21137
LEVOTHYROXINE SODIUM,LEVOLET,21137
LEVOTHYROXINE SODIUM,LEVOLET,21137
LEVOTHYROXINE SODIUM,LEVOLET,21137
LEVOTHYROXINE SODIUM,LEVOLET,21137
LEVOTHYROXINE SODIUM,LEVOLET,21137
LEVOTHYROXINE SODIUM,LEVOLET,21137
LEVOTHYROXINE SODIUM,LEVOLET,21137
LEVOTHYROXINE SODIUM,LEVOLET,21137
LEVOTHYROXINE SODIUM,LEVOLET,21137
LEVOTHYROXINE SODIUM,LEVOLET,21137
LEVOTHYROXINE SODIUM,LEVOLET,21137
LEVONORGESTREL,LEVONORGESTREL,202246
LEVONORGESTREL,LEVONORGESTREL,78665
LEVONORGESTREL,LEVONORGESTREL,200670
LEVONORGESTREL,LEVONORGESTREL,207044
LEVONORGESTREL,LEVONORGESTREL,90740
LEVONORGESTREL,LEVONORGESTREL,90740
LEVONORGESTREL,LEVONORGESTREL,204044
LEVONORGESTREL,LEVONORGESTREL,202684
LEVONORGESTREL,LEVONORGESTREL,91328
LEVONORGESTREL,LEVONORGESTREL,202740
LEVONORGESTREL,LEVONORGESTREL,202739
LEVONORGESTREL,LEVONORGESTREL,202380
LEVONORGESTREL,LEVONORGESTREL,207660
LEVONORGESTREL,LEVONORGESTREL,202508
LEVONORGESTREL,LEVONORGESTREL,202334
LEVONORGESTREL,LEVONORGESTREL,78666
LEVONORGESTREL,LEVONORGESTREL,205329
ETHINYL ESTRADIOL; LEVONORGESTREL,LEVONORGESTREL AND ETHINYL ESTRADIOL,203871
ETHINYL ESTRADIOL; LEVONORGESTREL,LEVONORGESTREL AND ETHINYL ESTRADIOL,203872
ETHINYL ESTRADIOL; LEVONORGESTREL,LEVONORGESTREL AND ETHINYL ESTRADIOL,202791
ETHINYL ESTRADIOL; LEVONORGESTREL,LEVONORGESTREL AND ETHINYL ESTRADIOL,203164
ETHINYL ESTRADIOL; LEVONORGESTREL,LEVONORGESTREL AND ETHINYL ESTRADIOL,91440
ETHINYL ESTRADIOL; LEVONORGESTREL,LEVONORGESTREL AND ETHINYL ESTRADIOL,200490
ETHINYL ESTRADIOL; LEVONORGESTREL,LEVONORGESTREL AND ETHINYL ESTRADIOL,79218
ETHINYL ESTRADIOL; LEVONORGESTREL,LEVONORGESTREL AND ETHINYL ESTRADIOL AND ETHINYL ESTRADIOL,91674
ETHINYL ESTRADIOL; LEVONORGESTREL,LEVONORGESTREL AND ETHINYL ESTRADIOL AND ETHINYL ESTRADIOL,200407
ETHINYL ESTRADIOL; LEVONORGESTREL,LEVONORGESTREL AND ETHINYL ESTRADIOL AND ETHINYL ESTRADIOL,78834
ETHINYL ESTRADIOL; LEVONORGESTREL,LEVONORGESTREL AND ETHINYL ESTRADIOL AND ETHINYL ESTRADIOL,206053
ETHINYL ESTRADIOL; LEVONORGESTREL,LEVONORGESTREL AND ETHINYL ESTRADIOL AND ETHINYL ESTRADIOL,200493
ETHINYL ESTRADIOL; LEVONORGESTREL,LEVONORGESTREL AND ETHINYL ESTRADIOL AND ETHINYL ESTRADIOL,200492
ETHINYL ESTRADIOL; LEVONORGESTREL,LEVONORGESTREL AND ETHINYL ESTRADIOL AND ETHINYL ESTRADIOL,205131
LEVORPHANOL TARTRATE,LEVORPHANOL TARTRATE,213479
LEVORPHANOL TARTRATE,LEVORPHANOL TARTRATE,213479
LEVORPHANOL TARTRATE,LEVORPHANOL TARTRATE,74278
LEVORPHANOL TARTRATE,LEVORPHANOL TARTRATE,74278
LEVORPHANOL TARTRATE,LEVORPHANOL TARTRATE,74278
LEVORPHANOL TARTRATE,LEVORPHANOL TARTRATE,212024
LEVORPHANOL TARTRATE,LEVORPHANOL TARTRATE,211484
LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,212399
LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,212399
LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,212399
LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,212399
LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,212399
LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,212399
LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,212399
LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,212399
LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,212399
LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,212399
LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,212399
LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,212399
LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,210831
LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,210831
LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,210831
LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,210831
LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,210831
LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,210831
LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,210831
LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,210831
LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,210831
LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,210831
LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,210831
LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,210831
LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,209713
LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,209713
LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,209713
LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,209713
LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,209713
LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,209713
LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,209713
LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,209713
LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,209713
LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,209713
LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,209713
LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,209713
LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,76752
LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,76752
LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,76752
LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,76752
LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,76752
LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,76752
LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,76752
LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,76752
LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,76752
LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,76752
LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,76752
LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,76187
LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,76187
LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,76187
LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,76187
LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,76187
LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,76187
LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,76187
LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,76187
LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,76187
LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,76187
LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,76187
LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,76187
LEVOTHYROXINE SODIUM,LEVOXYL,21301
LEVOTHYROXINE SODIUM,LEVOXYL,21301
LEVOTHYROXINE SODIUM,LEVOXYL,21301
LEVOTHYROXINE SODIUM,LEVOXYL,21301
LEVOTHYROXINE SODIUM,LEVOXYL,21301
LEVOTHYROXINE SODIUM,LEVOXYL,21301
LEVOTHYROXINE SODIUM,LEVOXYL,21301
LEVOTHYROXINE SODIUM,LEVOXYL,21301
LEVOTHYROXINE SODIUM,LEVOXYL,21301
LEVOTHYROXINE SODIUM,LEVOXYL,21301
LEVOTHYROXINE SODIUM,LEVOXYL,21301
LEVOTHYROXINE SODIUM,LEVOXYL,21301
ESCITALOPRAM OXALATE,LEXAPRO,21323
ESCITALOPRAM OXALATE,LEXAPRO,21323
ESCITALOPRAM OXALATE,LEXAPRO,21323
FOSAMPRENAVIR CALCIUM,LEXIVA,21548
CHLORDIAZEPOXIDE,LIBRITABS,85482
CHLORDIAZEPOXIDE,LIBRITABS,85481
CHLORDIAZEPOXIDE,LIBRITABS,85488
AMITRIPTYLINE HYDROCHLORIDE; CHLORDIAZEPOXIDE,LIMBITROL,16949
AMITRIPTYLINE HYDROCHLORIDE; CHLORDIAZEPOXIDE,LIMBITROL DS,16949
LINEZOLID,LINEZOLID,205233
LINEZOLID,LINEZOLID,205517
LINEZOLID,LINEZOLID,204536
LINEZOLID,LINEZOLID,210702
LINEZOLID,LINEZOLID,91210
LINEZOLID,LINEZOLID,78987
LINEZOLID,LINEZOLID,204239
LINEZOLID,LINEZOLID,78845
LINEZOLID,LINEZOLID,207526
LINEZOLID,LINEZOLID,78061
LINEZOLID,LINEZOLID,206097
BACLOFEN,LIORESAL,17851
BACLOFEN,LIORESAL,17851
LIOTHYRONINE SODIUM,LIOTHYRONINE SODIUM,90097
LIOTHYRONINE SODIUM,LIOTHYRONINE SODIUM,90097
LIOTHYRONINE SODIUM,LIOTHYRONINE SODIUM,90097
LIOTHYRONINE SODIUM,LIOTHYRONINE SODIUM,90326
LIOTHYRONINE SODIUM,LIOTHYRONINE SODIUM,90326
LIOTHYRONINE SODIUM,LIOTHYRONINE SODIUM,90326
LIOTHYRONINE SODIUM,LIOTHYRONINE SODIUM,200295
LIOTHYRONINE SODIUM,LIOTHYRONINE SODIUM,200295
LIOTHYRONINE SODIUM,LIOTHYRONINE SODIUM,200295
LIOTHYRONINE SODIUM,LIOTHYRONINE SODIUM,91382
LIOTHYRONINE SODIUM,LIOTHYRONINE SODIUM,91382
LIOTHYRONINE SODIUM,LIOTHYRONINE SODIUM,91382
LIOTHYRONINE SODIUM,LIOTHYRONINE SODIUM,211510
LIOTHYRONINE SODIUM,LIOTHYRONINE SODIUM,211510
LIOTHYRONINE SODIUM,LIOTHYRONINE SODIUM,211510
LIOTHYRONINE SODIUM,LIOTHYRONINE SODIUM,85755
LIOTHYRONINE SODIUM,LIOTHYRONINE SODIUM,85753
LIOTHYRONINE SODIUM,LIOTHYRONINE SODIUM,214803
LIOTHYRONINE SODIUM,LIOTHYRONINE SODIUM,214803
LIOTHYRONINE SODIUM,LIOTHYRONINE SODIUM,214803
ATORVASTATIN CALCIUM,LIPITOR,20702
ATORVASTATIN CALCIUM,LIPITOR,20702
ATORVASTATIN CALCIUM,LIPITOR,20702
ATORVASTATIN CALCIUM,LIPITOR,20702
ATORVASTATIN CALCIUM; EZETIMIBE,LIPTRUZET,200153
ATORVASTATIN CALCIUM; EZETIMIBE,LIPTRUZET,200153
ATORVASTATIN CALCIUM; EZETIMIBE,LIPTRUZET,200153
ATORVASTATIN CALCIUM; EZETIMIBE,LIPTRUZET,200153
PHENPROCOUMON,LIQUAMAR,11228
LISINOPRIL,LISINOPRIL,202554
LISINOPRIL,LISINOPRIL,202554
LISINOPRIL,LISINOPRIL,202554
LISINOPRIL,LISINOPRIL,202554
LISINOPRIL,LISINOPRIL,202554
LISINOPRIL,LISINOPRIL,202554
LISINOPRIL,LISINOPRIL,75903
LISINOPRIL,LISINOPRIL,75903
LISINOPRIL,LISINOPRIL,75903
LISINOPRIL,LISINOPRIL,75903
LISINOPRIL,LISINOPRIL,75903
LISINOPRIL,LISINOPRIL,75903
LISINOPRIL,LISINOPRIL,78402
LISINOPRIL,LISINOPRIL,78402
LISINOPRIL,LISINOPRIL,78402
LISINOPRIL,LISINOPRIL,78402
LISINOPRIL,LISINOPRIL,78402
LISINOPRIL,LISINOPRIL,78402
LISINOPRIL,LISINOPRIL,77622
LISINOPRIL,LISINOPRIL,77622
LISINOPRIL,LISINOPRIL,77622
LISINOPRIL,LISINOPRIL,77622
LISINOPRIL,LISINOPRIL,77622
LISINOPRIL,LISINOPRIL,77622
LISINOPRIL,LISINOPRIL,75994
LISINOPRIL,LISINOPRIL,75994
LISINOPRIL,LISINOPRIL,75994
LISINOPRIL,LISINOPRIL,75994
LISINOPRIL,LISINOPRIL,75994
LISINOPRIL,LISINOPRIL,75994
LISINOPRIL,LISINOPRIL,76102
LISINOPRIL,LISINOPRIL,76102
LISINOPRIL,LISINOPRIL,76102
LISINOPRIL,LISINOPRIL,76102
LISINOPRIL,LISINOPRIL,76102
LISINOPRIL,LISINOPRIL,76102
LISINOPRIL,LISINOPRIL,75752
LISINOPRIL,LISINOPRIL,75752
LISINOPRIL,LISINOPRIL,75752
LISINOPRIL,LISINOPRIL,75752
LISINOPRIL,LISINOPRIL,75752
LISINOPRIL,LISINOPRIL,75752
LISINOPRIL,LISINOPRIL,76063
LISINOPRIL,LISINOPRIL,76063
LISINOPRIL,LISINOPRIL,76063
LISINOPRIL,LISINOPRIL,76063
LISINOPRIL,LISINOPRIL,76063
LISINOPRIL,LISINOPRIL,76063
LISINOPRIL,LISINOPRIL,203508
LISINOPRIL,LISINOPRIL,203508
LISINOPRIL,LISINOPRIL,203508
LISINOPRIL,LISINOPRIL,203508
LISINOPRIL,LISINOPRIL,203508
LISINOPRIL,LISINOPRIL,203508
LISINOPRIL,LISINOPRIL,77321
LISINOPRIL,LISINOPRIL,77321
LISINOPRIL,LISINOPRIL,77321
LISINOPRIL,LISINOPRIL,77321
LISINOPRIL,LISINOPRIL,77321
LISINOPRIL,LISINOPRIL,77321
LISINOPRIL,LISINOPRIL,76071
LISINOPRIL,LISINOPRIL,76071
LISINOPRIL,LISINOPRIL,76071
LISINOPRIL,LISINOPRIL,76071
LISINOPRIL,LISINOPRIL,76071
LISINOPRIL,LISINOPRIL,76071
LISINOPRIL,LISINOPRIL,75999
LISINOPRIL,LISINOPRIL,75999
LISINOPRIL,LISINOPRIL,75999
LISINOPRIL,LISINOPRIL,75999
LISINOPRIL,LISINOPRIL,75999
LISINOPRIL,LISINOPRIL,75999
LISINOPRIL,LISINOPRIL,75743
LISINOPRIL,LISINOPRIL,76164
LISINOPRIL,LISINOPRIL,75743
LISINOPRIL,LISINOPRIL,76164
LISINOPRIL,LISINOPRIL,75743
LISINOPRIL,LISINOPRIL,76164
LISINOPRIL,LISINOPRIL,75743
LISINOPRIL,LISINOPRIL,76164
LISINOPRIL,LISINOPRIL,75743
LISINOPRIL,LISINOPRIL,76164
LISINOPRIL,LISINOPRIL,75743
LISINOPRIL,LISINOPRIL,76164
LISINOPRIL,LISINOPRIL,75944
LISINOPRIL,LISINOPRIL,75944
LISINOPRIL,LISINOPRIL,75944
LISINOPRIL,LISINOPRIL,75944
LISINOPRIL,LISINOPRIL,75944
LISINOPRIL,LISINOPRIL,75944
LISINOPRIL,LISINOPRIL,75783
LISINOPRIL,LISINOPRIL,75783
LISINOPRIL,LISINOPRIL,75783
LISINOPRIL,LISINOPRIL,75783
LISINOPRIL,LISINOPRIL,75783
LISINOPRIL,LISINOPRIL,75783
LISINOPRIL,LISINOPRIL,76059
LISINOPRIL,LISINOPRIL,76059
LISINOPRIL,LISINOPRIL,76059
LISINOPRIL,LISINOPRIL,76059
LISINOPRIL,LISINOPRIL,76059
LISINOPRIL,LISINOPRIL,76059
LISINOPRIL,LISINOPRIL,212041
LISINOPRIL,LISINOPRIL,212041
LISINOPRIL,LISINOPRIL,212041
HYDROCHLOROTHIAZIDE; LISINOPRIL,LISINOPRIL AND HYDROCHLOROTHIAZIDE,77606
HYDROCHLOROTHIAZIDE; LISINOPRIL,LISINOPRIL AND HYDROCHLOROTHIAZIDE,77606
HYDROCHLOROTHIAZIDE; LISINOPRIL,LISINOPRIL AND HYDROCHLOROTHIAZIDE,77606
HYDROCHLOROTHIAZIDE; LISINOPRIL,LISINOPRIL AND HYDROCHLOROTHIAZIDE,76674
HYDROCHLOROTHIAZIDE; LISINOPRIL,LISINOPRIL AND HYDROCHLOROTHIAZIDE,76674
HYDROCHLOROTHIAZIDE; LISINOPRIL,LISINOPRIL AND HYDROCHLOROTHIAZIDE,76674
HYDROCHLOROTHIAZIDE; LISINOPRIL,LISINOPRIL AND HYDROCHLOROTHIAZIDE,75776
HYDROCHLOROTHIAZIDE; LISINOPRIL,LISINOPRIL AND HYDROCHLOROTHIAZIDE,75776
HYDROCHLOROTHIAZIDE; LISINOPRIL,LISINOPRIL AND HYDROCHLOROTHIAZIDE,75776
HYDROCHLOROTHIAZIDE; LISINOPRIL,LISINOPRIL AND HYDROCHLOROTHIAZIDE,76265
HYDROCHLOROTHIAZIDE; LISINOPRIL,LISINOPRIL AND HYDROCHLOROTHIAZIDE,76265
HYDROCHLOROTHIAZIDE; LISINOPRIL,LISINOPRIL AND HYDROCHLOROTHIAZIDE,76265
HYDROCHLOROTHIAZIDE; LISINOPRIL,LISINOPRIL AND HYDROCHLOROTHIAZIDE,204058
HYDROCHLOROTHIAZIDE; LISINOPRIL,LISINOPRIL AND HYDROCHLOROTHIAZIDE,204058
HYDROCHLOROTHIAZIDE; LISINOPRIL,LISINOPRIL AND HYDROCHLOROTHIAZIDE,204058
